,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_mexican_restaurant,full_address,geocoded
56589,x-gCWVHofOLtiCtXC7y31w,"""Las Brazas""","""2950 N 32nd St""",Phoenix,AZ,85018,33.4820354,-112.0132875,4.0,3,1,"2950 N 32nd St, Phoenix, AZ, 85018","(33.4820354, -112.0132875)"
57014,LmYBebTFfft94uYljKptgA,"""El Campesino""","""11978 Perry Hwy""",Wexford,PA,15090,40.6325269,-80.0583383,3.0,17,1,"11978 Perry Hwy, Wexford, PA, 15090","(40.6325269, -80.0583383)"
57071,AHTgvyZf6ivK1FLCmdRbwQ,"""North of Mexico""","""360 Old Kingston Road""",Toronto,ON,M1C 1B6,43.7835407,-79.170563,3.0,22,1,"360 Old Kingston Road, Toronto, ON, M1C 1B6","(43.7835407, -79.170563)"
57098,JMpATuCfHzeP-DASD7DpXQ,"""Super Burrito""","""c/o Rancho Dr & Craig Rd""",Las Vegas,NV,89130,36.2396906,-115.2325944,4.0,3,1,"c/o Rancho Dr & Craig Rd, Las Vegas, NV, 89130","(36.2396906, -115.2325944)"
57243,Dw7I9LJgp2tH1QScYCuhbw,"""Taco Loco""","""2512 E Carson St""",Pittsburgh,PA,15289,40.4274962,-79.9693087,3.0,14,1,"2512 E Carson St, Pittsburgh, PA, 15289","(40.4274962, -79.9693087)"
57308,ygW1BY7co1ioTKmeWzJt-Q,"""Roberto's Taco Shop""","""3085 N Rainbow Blvd""",Las Vegas,NV,89108,36.2160084,-115.2426839,4.0,5,1,"3085 N Rainbow Blvd, Las Vegas, NV, 89108","(36.2160084, -115.2426839)"
57707,c79drEBxcX3LsiK6AFgGew,"""Castillon Family Mexican Restaurant""","""3510 E Bell Rd, Ste 3""",Phoenix,AZ,85032,33.6413223,-112.0066451,4.5,19,1,"3510 E Bell Rd, Ste 3, Phoenix, AZ, 85032","(33.6413223, -112.0066451)"
57881,3Ustrt5-0Q-TmkpxxzINng,"""La Mexicana Restaurant""","""441 Clark Avenue W""",Vaughan,ON,L4J 6W7,43.804427,-79.4385667,3.0,5,1,"441 Clark Avenue W, Vaughan, ON, L4J 6W7","(43.804427, -79.4385667)"
57882,uQG9riB-sOJ9n9nng6Huow,"""Dos Gringos""","""4209 N Craftsman Ct""",Scottsdale,AZ,85251,33.4968976,-111.9275179,3.5,222,1,"4209 N Craftsman Ct, Scottsdale, AZ, 85251","(33.4968976, -111.9275179)"
57979,dhoyGQK6mEZG2gnlm9iz5w,"""El Dorado Mexican Grill""","""7501 N Cimarron Rd""",Las Vegas,NV,89131,36.297963,-115.2700526,4.5,3,1,"7501 N Cimarron Rd, Las Vegas, NV, 89131","(36.297963, -115.2700526)"
58057,6_YR7epdhDWU_E5Hj4nZrA,"""Taco Heaven""","""320 W Johnson St""",Madison,WI,53703,43.0744167,-89.3906804,2.5,6,1,"320 W Johnson St, Madison, WI, 53703","(43.0744167, -89.3906804)"
58146,Z2zynjhj6umPoHwLVfyOkw,"""Don Tequila Mexican Restaurant""","""2175 S Green Rd""",Cleveland,OH,44121,41.5006685,-81.5182475,3.5,36,1,"2175 S Green Rd, Cleveland, OH, 44121","(41.5006685, -81.5182475)"
58156,RhUrhcgYF8c63SrS-byauQ,"""Baja Tacos""","""1437 E Main St""",Mesa,AZ,85203,33.4145587,-111.8005643,4.0,7,1,"1437 E Main St, Mesa, AZ, 85203","(33.4145587, -111.8005643)"
58281,F2L2f-ITjnHlqKRFQVFsVg,"""Paz Cantina""","""419 E Roosevelt St""",Phoenix,AZ,85004,33.458497,-112.0677847,3.5,26,1,"419 E Roosevelt St, Phoenix, AZ, 85004","(33.458497, -112.0677847)"
58345,4aGIU5eD6iTsmNqKVvlLOg,"""Roberto's Taco Shop""","""3435 N Nellis Blvd""",Las Vegas,NV,89115,36.2221098,-115.0625851,4.0,9,1,"3435 N Nellis Blvd, Las Vegas, NV, 89115","(36.2221098, -115.0625851)"
58757,yUfT6GtCII9g4lg-9olksw,"""Tachos Michoacan""","""3415 W Craig Rd, Ste 205""",North Las Vegas,NV,89032,36.2389544,-115.1863541,3.0,8,1,"3415 W Craig Rd, Ste 205, North Las Vegas, NV, 89032","(36.2389544, -115.1863541)"
58998,OJAGq2tKzlwNuWmUX00I5g,"""Xaviers Casa Reynoso""","""3701 E Southern Ave""",Mesa,AZ,85206,33.3927865,-111.7525371,4.0,39,1,"3701 E Southern Ave, Mesa, AZ, 85206","(33.3927865, -111.7525371)"
59131,UrRzmpr8QxTDsjNLvBWofg,"""Casa De Lara""","""3040 Cahill Main""",Fitchburg,WI,53711,43.0202606,-89.41920189999999,4.0,10,1,"3040 Cahill Main, Fitchburg, WI, 53711","(43.0202606, -89.41920189999999)"
59151,QMIw7yNXbREJUD_tiMWmNQ,"""El Patron Mexican Grille""","""209 Loews Dr""",North Versailles,PA,15137,40.388135,-79.8227804,4.0,8,1,"209 Loews Dr, North Versailles, PA, 15137","(40.388135, -79.8227804)"
59321,BOSRH5BwLs97xgtfgu4Plg,"""La Canasta""","""10851 N 25th Ave, Ste 110""",Phoenix,AZ,85029,33.5854606,-112.1150017,2.0,7,1,"10851 N 25th Ave, Ste 110, Phoenix, AZ, 85029","(33.5854606, -112.1150017)"
59418,oopfFjmzxgkDB0tt160nkg,"""Three Amigos""","""2501 Freeport Rd""",Pittsburgh,PA,15238,40.53420000000001,-79.8447843,3.0,4,1,"2501 Freeport Rd, Pittsburgh, PA, 15238","(40.53420000000001, -79.8447843)"
59566,ThCqEavXwVOQu7t5LsITdw,"""Migos""","""1821 W Baseline Rd""",Guadalupe,AZ,85283,33.3776434,-111.9668044,4.0,22,1,"1821 W Baseline Rd, Guadalupe, AZ, 85283","(33.3776434, -111.9668044)"
59696,uGoRiFwSD31bTyIBqVSRlQ,"""Julioberto's""","""7446 W Cactus Rd""",Peoria,AZ,85381,33.5962522,-112.2187718,3.0,12,1,"7446 W Cactus Rd, Peoria, AZ, 85381","(33.5962522, -112.2187718)"
60005,D0oYgsPBdkBYqth5zttEsg,"""Big Burrito""","""9510 W Bell Rd""",Sun City,AZ,85351,33.6385542,-112.2638061,1.5,7,1,"9510 W Bell Rd, Sun City, AZ, 85351","(33.6385542, -112.2638061)"
60106,R1PQEK6qvrZVC9qcWfKvDA,"""Braddah's Island Style""","""4632 S Maryland Pkwy, Ste 17""",Las Vegas,NV,89119,36.105027,-115.1358644,4.5,151,1,"4632 S Maryland Pkwy, Ste 17, Las Vegas, NV, 89119","(36.105027, -115.1358644)"
60188,PYx-VT43sMFANCEqoY2lAQ,"""Plaza Maya Restaurant""","""498 South Ave, Ste D""",Tallmadge,OH,44278,41.0873076,-81.4421903,2.5,7,1,"498 South Ave, Ste D, Tallmadge, OH, 44278","(41.0873076, -81.4421903)"
60518,AH0S8pIC160m-vtfbUwA3g,"""El Regio""","""5601 N Tenaya Way, Ste 104""",Las Vegas,NV,89130,36.2635972,-115.2512185,4.0,24,1,"5601 N Tenaya Way, Ste 104, Las Vegas, NV, 89130","(36.2635972, -115.2512185)"
60715,-yeIdDaCHwXnWfjoGQNYoQ,"""Matta's Cantina""","""1157 North Ellsworth Rd""",Mesa,AZ,85207,33.4364661,-111.6308122,2.0,17,1,"1157 North Ellsworth Rd, Mesa, AZ, 85207","(33.4364661, -111.6308122)"
60782,Bveb2P1efYgsS6SzqOqtOg,"""International Bistro""","""6922 N 95th Ave, Ste 300""",Glendale,AZ,85305,33.5359319,-112.2649005,2.0,6,1,"6922 N 95th Ave, Ste 300, Glendale, AZ, 85305","(33.5359319, -112.2649005)"
60820,FOCAZ86I13yWA2jtI4sGxQ,"""G&M Grill""","""5511 N 51st Ave, Ste 101""",Glendale,AZ,85301,33.5170136,-112.1680779,4.5,7,1,"5511 N 51st Ave, Ste 101, Glendale, AZ, 85301","(33.5170136, -112.1680779)"
60872,SMwXru_Ga-oFyNbA6YVuSQ,"""Health Binge""","""6040 Badura Ave, Ste 140""",Las Vegas,NV,89118,36.0631547,-115.2237335,3.5,22,1,"6040 Badura Ave, Ste 140, Las Vegas, NV, 89118","(36.0631547, -115.2237335)"
61154,CupH_6sjcdp9q-cLwOUBIA,"""Tacos & Tequila Cantina Grill""","""131 E John St""",Matthews,NC,28105,35.1154074,-80.720792,2.5,64,1,"131 E John St, Matthews, NC, 28105","(35.1154074, -80.720792)"
61338,-weah7G6XZrdmE_0scCyig,"""Chuy's Mesquite Broiler""","""3222 E Indian School Rd""",Phoenix,AZ,85018,33.4956336,-112.0119135,3.5,21,1,"3222 E Indian School Rd, Phoenix, AZ, 85018","(33.4956336, -112.0119135)"
62048,ZpNgX0HJ7vSNgGx1yGyDIA,"""El Charro Restaurant""","""13570 Ridge Rd""",North Royalton,OH,44133,41.316275,-81.736273,3.5,3,1,"13570 Ridge Rd, North Royalton, OH, 44133","(41.316275, -81.736273)"
62130,tr7wv-dDSQBdMzEqEJILQA,"""Cuco's Mexican Fusion""","""225 King St""",Madison,WI,53703,43.0743345,-89.3793615,3.5,7,1,"225 King St, Madison, WI, 53703","(43.0743345, -89.3793615)"
62434,gaR5jDvZsOC0RQeY-W1eqQ,"""Mas Amigos""","""40 E Springfield Ave""",Champaign,IL,61801,40.1126759,-88.2415999,4.0,59,1,"40 E Springfield Ave, Champaign, IL, 61801","(40.1126759, -88.2415999)"
62485,w34pLtetsY3TkkPJQdLOVg,"""Rosa Blanca Cafe""","""53 N Val Vista Dr""",Gilbert,AZ,85234,33.351335,-111.7549916,3.5,26,1,"53 N Val Vista Dr, Gilbert, AZ, 85234","(33.351335, -111.7549916)"
62491,2Yq-Y-tDroP7mdDfcWJLCQ,"""Tacos Atoyac""","""1830 W Glendale Ave""",Phoenix,AZ,85021,33.5388772,-112.0986365,4.5,317,1,"1830 W Glendale Ave, Phoenix, AZ, 85021","(33.5388772, -112.0986365)"
62647,rXYnjfn6xr5QeKh-6v_YMA,"""Iguana's Mex-Mex""","""87 McCachern Blvd""",Concord,NC,28025,35.4100703,-80.5767182,5.0,3,1,"87 McCachern Blvd, Concord, NC, 28025","(35.4100703, -80.5767182)"
62899,gom1QA1JiSCsE_lhCYjz0A,"""The View Mexican Grill""","""3231 N Decatur Blvd, Ste 101""",Las Vegas,NV,89130,36.2178971,-115.2083774,4.0,24,1,"3231 N Decatur Blvd, Ste 101, Las Vegas, NV, 89130","(36.2178971, -115.2083774)"
62926,p-sAj41iE2EtZZ-SmYVdGQ,"""Socialito""","""75 Rue Saint-Viateur Ouest""",Montréal,QC,H2T 2K9,45.524984,-73.59987799999999,3.5,4,1,"75 Rue Saint-Viateur Ouest, Montréal, QC, H2T 2K9","(45.524984, -73.59987799999999)"
62959,iCtMVLywXMzCQAfMKRSUyg,"""The Mexican Burrito""","""296 Gerrard Street E""",Toronto,ON,M5A 2G5,43.6624492,-79.3674037,4.0,4,1,"296 Gerrard Street E, Toronto, ON, M5A 2G5","(43.6624492, -79.3674037)"
63031,YIbsxjyP2jNzoH9RlxaSYA,"""Star Mexican Grill""","""10140 W Tropicana Ave""",Las Vegas,NV,89147,36.1005024,-115.3143631,3.5,8,1,"10140 W Tropicana Ave, Las Vegas, NV, 89147","(36.1005024, -115.3143631)"
63048,H8NK_pWGq4i3L92ZpaUaGg,"""Cancun""","""704 S Whitney Way""",Madison,WI,53711,43.049427,-89.47406699999999,3.0,18,1,"704 S Whitney Way, Madison, WI, 53711","(43.049427, -89.47406699999999)"
63324,uMuTnzVi9DzDXfG7gVDU3A,"""Cocina Real Mexican Restaurant""","""1106 W University Ave""",Urbana,IL,61801,40.1166154,-88.22318109999999,4.0,17,1,"1106 W University Ave, Urbana, IL, 61801","(40.1166154, -88.22318109999999)"
63760,lq58IcwmMODhqyhC1EDMRQ,"""La Tolteca 3""","""121 E Main St""",Sun Prairie,WI,53590,43.1830091,-89.2128584,4.0,3,1,"121 E Main St, Sun Prairie, WI, 53590","(43.1830091, -89.2128584)"
63836,M6KM77IZG9MWxV8_036iUQ,"""The Alamo""","""5025 Steeles Avenue W""",Toronto,ON,M9L 2S6,43.7695701,-79.5480945,3.5,4,1,"5025 Steeles Avenue W, Toronto, ON, M9L 2S6","(43.7695701, -79.5480945)"
63991,kZ8bCGe3RCN3OjnyrRaNBw,"""Taco Del Mar""","""1899 Brock Road""",Pickering,ON,L1V 3E1,43.8469504,-79.07289109999999,2.5,3,1,"1899 Brock Road, Pickering, ON, L1V 3E1","(43.8469504, -79.07289109999999)"
64206,mJIFTLej9b4rhMlGrW_S_Q,"""Viva El Taco""","""Cross Rd Shopping Center, 5035 S Fort Apache Rd, Ste 106""",Las Vegas,NV,89148,36.0976623,-115.2977116,3.0,6,1,"Cross Rd Shopping Center, 5035 S Fort Apache Rd, Ste 106, Las Vegas, NV, 89148","(36.0976623, -115.2977116)"
64420,rSiSZlTzHi4Ox_rFHe9CdA,"""Taqueria""","""687 Yonge Street""",Toronto,ON,M4Y 1R4,43.6689962,-79.38595839999999,3.0,11,1,"687 Yonge Street, Toronto, ON, M4Y 1R4","(43.6689962, -79.38595839999999)"
64544,Bn804pAQSysHy1tufZyP1w,"""Mezcal²""","""Nikolausstr. 2""",Stuttgart,BW,70190,48.787648,9.1937632,4.0,5,1,"Nikolausstr. 2, Stuttgart, BW, 70190","(48.787648, 9.1937632)"
64565,6a4-SPP4QJbJuHoMhPKnVQ,"""Veracruz Mexican Restaurant""","""3715 Forbes Ave""",Pittsburgh,PA,15213,40.4415016,-79.9574705,3.0,29,1,"3715 Forbes Ave, Pittsburgh, PA, 15213","(40.4415016, -79.9574705)"
64585,lLj9ULb01sNIYDbYbeUqhA,"""Burrito's Juarez""","""3655 S Durango Dr""",Las Vegas,NV,89147,36.1234407,-115.2799153,4.0,23,1,"3655 S Durango Dr, Las Vegas, NV, 89147","(36.1234407, -115.2799153)"
64813,1dV3qNEv8nNUAX1k3qdE2w,"""Rancho de Tia Rosa""","""1890 W Germann Rd""",Chandler,AZ,85286,33.2766511,-111.8740924,2.5,13,1,"1890 W Germann Rd, Chandler, AZ, 85286","(33.2766511, -111.8740924)"
64900,dYv_CRbiWPhSG_V4ZlTIQg,"""Los DOS Amigos Restaurant""","""1460 N 27th Ave""",Phoenix,AZ,85009,33.4653941,-112.1174758,3.0,4,1,"1460 N 27th Ave, Phoenix, AZ, 85009","(33.4653941, -112.1174758)"
65002,EunTJj_O_AWfrvDEyrP-GA,"""La Cabana""","""Crown Point Plaza, 8908 E Independence Blvd""",Matthews,NC,28105,35.143696,-80.72180399999999,3.0,7,1,"Crown Point Plaza, 8908 E Independence Blvd, Matthews, NC, 28105","(35.143696, -80.72180399999999)"
65222,OaDijC3QRwxw9uTadyWIsw,"""Mexico City""","""2212 E Carson St""",Pittsburgh,PA,15203,40.4281673,-79.9739987,3.5,3,1,"2212 E Carson St, Pittsburgh, PA, 15203","(40.4281673, -79.9739987)"
65251,mfkPKy704mKqBeVKPrxhEQ,"""I Love Tacos""","""2644 Branch St""",Middleton,WI,53562,43.1037362,-89.4930807,3.0,23,1,"2644 Branch St, Middleton, WI, 53562","(43.1037362, -89.4930807)"
65314,vzQkHCSFtYs3R0qRei2rjQ,"""Mariachi's Grill Mexican Restaurant""","""4161 Steels Pointe Dr""",Stow,OH,44224,41.182586,-81.48280199999999,2.5,20,1,"4161 Steels Pointe Dr, Stow, OH, 44224","(41.182586, -81.48280199999999)"
65451,3GKCKWw4O6JmM4HejYEQcg,"""Largartos""","""802 Atlas Ave""",Madison,WI,53714,43.0852826,-89.3095436,3.0,3,1,"802 Atlas Ave, Madison, WI, 53714","(43.0852826, -89.3095436)"
65688,fjJa1py5jnLAUJDOrHhu8Q,"""La Paz Cantina & Restaurante""","""1910 South Blvd, Ste 100""",Charlotte,NC,28203,35.21071,-80.85964,2.5,23,1,"1910 South Blvd, Ste 100, Charlotte, NC, 28203","(35.21071, -80.85964)"
65722,XEHACBzEICqYouH1EgN1bA,"""Serrano's Mexican Restaurant""","""1955 W Guadalupe Rd""",Mesa,AZ,85202,33.3634356,-111.8759555,3.5,25,1,"1955 W Guadalupe Rd, Mesa, AZ, 85202","(33.3634356, -111.8759555)"
66083,Mv6ripiINornDXI07VPaLA,"""Villa's Mexican Food""","""5240 W Baseline Rd, Ste 105""",Laveen,AZ,85339,33.3780709,-112.1728749,3.0,45,1,"5240 W Baseline Rd, Ste 105, Laveen, AZ, 85339","(33.3780709, -112.1728749)"
66452,hRZadfm7OEOzk0qjuk8BXg,"""Cantina Laredo""","""430 S Rampart Blvd, Ste 110""",Las Vegas,NV,89145,36.1666268,-115.2868608,3.5,389,1,"430 S Rampart Blvd, Ste 110, Las Vegas, NV, 89145","(36.1666268, -115.2868608)"
66525,QeNiUXHqUgiJJnM--UMNNg,"""Chipotle Mexican Grill""","""1130 W Grove Ave""",Mesa,AZ,85210,33.3907704,-111.8552749,3.0,28,1,"1130 W Grove Ave, Mesa, AZ, 85210","(33.3907704, -111.8552749)"
66537,ELxoOY2F-1jSb8mqyN7Zbg,"""Baja Fresh Mexican Grill""","""1615 E Camelback Rd""",Phoenix,AZ,85016,33.5088566,-112.0468452,3.5,17,1,"1615 E Camelback Rd, Phoenix, AZ, 85016","(33.5088566, -112.0468452)"
66604,6c2Xxt3DCXdvd3wc8vj7-w,"""Esmeralda Cafe""","""714 N Nellis Blvd""",Las Vegas,NV,89110,36.1729117,-115.061751,4.0,4,1,"714 N Nellis Blvd, Las Vegas, NV, 89110","(36.1729117, -115.061751)"
66711,5idlmsT1O86_ywGJtqot5w,"""Baja Fresh Mexican Grill""","""414 W University Dr""",Tempe,AZ,85281,33.4221828,-111.9454023,3.5,14,1,"414 W University Dr, Tempe, AZ, 85281","(33.4221828, -111.9454023)"
66735,rXUZNVlpWMV5ORDDSguOEQ,"""La Unica""","""9121 Sam Furr Rd""",Huntersville,NC,28078,35.4438564,-80.87244940000001,4.5,87,1,"9121 Sam Furr Rd, Huntersville, NC, 28078","(35.4438564, -80.87244940000001)"
66747,V2nl8PxQmMD_ecLpjD2sUw,"""Tradiciones""","""1602 E Roosevelt St""",Phoenix,AZ,85006,33.4598616,-112.0459603,3.5,53,1,"1602 E Roosevelt St, Phoenix, AZ, 85006","(33.4598616, -112.0459603)"
66930,oMB1I8-P3TCVNdaEu91NXQ,"""El Cancun Mexican Restaurant""","""197 Carowinds Blvd""",Fort Mill,SC,29708,35.0932628,-80.9346613,3.0,14,1,"197 Carowinds Blvd, Fort Mill, SC, 29708","(35.0932628, -80.9346613)"
67182,XRtelzecxvhGtG4h7Xdxsw,"""Mercado Y Carniceria Sepulved A""","""1741 W Bell Rd""",Phoenix,AZ,85023,33.6400107,-112.0974922,3.5,11,1,"1741 W Bell Rd, Phoenix, AZ, 85023","(33.6400107, -112.0974922)"
67239,5k34OJo3BsEaoyMsW86eZg,"""Chronic Cantina""","""15 E 6th St""",Tempe,AZ,85281,33.4237304,-111.9364828,3.5,69,1,"15 E 6th St, Tempe, AZ, 85281","(33.4237304, -111.9364828)"
67342,8Jub_J2ILU0xYYnsgcd7UQ,"""Silvi's Southside Kitchen""","""2212 E Carson St""",Pittsburgh,PA,15203,40.4281673,-79.9739987,4.0,4,1,"2212 E Carson St, Pittsburgh, PA, 15203","(40.4281673, -79.9739987)"
67366,25PEf9-e8_7phdV7JjOHhA,"""Baja Fresh Mexican Grill""","""1380 E Flamingo Rd""",Las Vegas,NV,89119,36.1149104,-115.1334605,3.5,38,1,"1380 E Flamingo Rd, Las Vegas, NV, 89119","(36.1149104, -115.1334605)"
67452,vgkAu9BO8h7oorDWZziMXA,"""Coyote Willie Tex-Mex Diner""","""689 Queen Street E""",Toronto,ON,M4M 1G6,43.6585735,-79.350318,3.5,17,1,"689 Queen Street E, Toronto, ON, M4M 1G6","(43.6585735, -79.350318)"
67476,lYsq47uDzdjYUGtyUq8aaQ,"""Mundo Restaurant""","""495 S Grand Central Pkwy, Bldg A-116""",Las Vegas,NV,89106,36.1677078,-115.1561219,4.0,376,1,"495 S Grand Central Pkwy, Bldg A-116, Las Vegas, NV, 89106","(36.1677078, -115.1561219)"
67559,p29R4kMODw155BAEZNtD7A,"""El Mejor""","""1036 Kingston Road""",Toronto,ON,M4E 1T5,43.6809968,-79.2846876,3.5,6,1,"1036 Kingston Road, Toronto, ON, M4E 1T5","(43.6809968, -79.2846876)"
67752,FIhNVl-AFxrjb1-puoFF_Q,"""Macayo Vegas""","""4457 W Charleston Blvd""",Las Vegas,NV,89102,36.1577444,-115.2000781,3.5,22,1,"4457 W Charleston Blvd, Las Vegas, NV, 89102","(36.1577444, -115.2000781)"
67802,-AtzcXIwEP6yO7rM9CM9ww,"""Mexico City""","""111 Smithfield St""",Pittsburgh,PA,15222,40.4376943,-80.0005295,4.0,36,1,"111 Smithfield St, Pittsburgh, PA, 15222","(40.4376943, -80.0005295)"
68245,EBcugzKWrUKMo4JFEWBu2g,"""Chili's Grill & Bar""","""21 Colossus Drive""",Vaughan,ON,L4L 9J8,43.7862297,-79.54423059999999,2.5,37,1,"21 Colossus Drive, Vaughan, ON, L4L 9J8","(43.7862297, -79.54423059999999)"
68996,E2Uy1D8TdP-VioGFkLOkgA,"""La Tolteca 2""","""121 E Main St""",Sun Prairie,WI,53590,43.1830091,-89.2128584,3.0,25,1,"121 E Main St, Sun Prairie, WI, 53590","(43.1830091, -89.2128584)"
69233,vsKNhBxB0ExVi77_6CG1xA,"""Los Jarochos""","""5906 US Hwy 51""",McFarland,WI,53558,43.0142636,-89.3030575,4.5,10,1,"5906 US Hwy 51, McFarland, WI, 53558","(43.0142636, -89.3030575)"
69572,-2EAyppKR_2xuLyvJZEbRQ,"""Burrito Burrito""","""171 E Liberty Street, Unit 131""",Toronto,ON,M6K 3P6,43.63808,-79.418296,2.5,18,1,"171 E Liberty Street, Unit 131, Toronto, ON, M6K 3P6","(43.63808, -79.418296)"
69641,7tAVbCxJC0HJRf9TsozzYw,"""Margarona Mexican Bar and Grill""","""1640 Sardis Rd N""",Charlotte,NC,28270,35.1389832,-80.7370756,2.5,5,1,"1640 Sardis Rd N, Charlotte, NC, 28270","(35.1389832, -80.7370756)"
70384,4U4YPnh-eE5FVlDFuDuCKg,"""El Pastor Mexican Grill""","""36759 Detroit Rd""",Avon,OH,44011,41.4535511,-82.0319531,3.0,11,1,"36759 Detroit Rd, Avon, OH, 44011","(41.4535511, -82.0319531)"
70628,pk8WK6rThM5mDmcILGRh9g,"""Bajio Mexican Grill""","""2501 W Happy Valley Rd""",Phoenix,AZ,85085,33.711999,-112.1092554,3.0,52,1,"2501 W Happy Valley Rd, Phoenix, AZ, 85085","(33.711999, -112.1092554)"
70680,_xiUV8OfR6yUJk-09QD6zA,"""Burrito Planet""","""181 College Street""",Toronto,ON,M5S 3E4,43.6588413,-79.394261,2.5,20,1,"181 College Street, Toronto, ON, M5S 3E4","(43.6588413, -79.394261)"
70788,U_1uPKky-ocxGBvLpkMFOQ,"""Taqueria El Capullo""","""4825 W Flamingo Rd, Ste 1""",Las Vegas,NV,89103,36.1148426,-115.2066952,4.5,5,1,"4825 W Flamingo Rd, Ste 1, Las Vegas, NV, 89103","(36.1148426, -115.2066952)"
70834,lIBjDi9b00i1WNCNlI5jzA,"""Mama Mia Place""","""28 Satterly Road""",Toronto,ON,M9L 1E8,43.75889919999999,-79.5705117,3.5,14,1,"28 Satterly Road, Toronto, ON, M9L 1E8","(43.75889919999999, -79.5705117)"
70935,j_prxgHnMvuRdrGjAI9qXQ,"""Z'Tejas Mexican Restaurant and Grill""","""1525 E Bethany Home Rd""",Phoenix,AZ,85014,33.5234419,-112.0481509,3.5,172,1,"1525 E Bethany Home Rd, Phoenix, AZ, 85014","(33.5234419, -112.0481509)"
71084,6vmIqFhuxcY63luwjn72OA,"""The Mexi-Can Taqueria""","""1232 College Street""",Toronto,ON,M6H 1C3,43.6516443,-79.43774230000001,4.5,9,1,"1232 College Street, Toronto, ON, M6H 1C3","(43.6516443, -79.43774230000001)"
71309,Lp9p3CanKJdqRekIwRNJ7Q,"""Inde Fusion""","""7704 E Doubletree Ranch Rd""",Scottsdale,AZ,85258,33.5652007,-111.9152203,4.0,28,1,"7704 E Doubletree Ranch Rd, Scottsdale, AZ, 85258","(33.5652007, -111.9152203)"
71506,6wkbvqm_vtkqgYrZcXfSZg,"""Los 4 Amigos""","""63 Pearl Rd""",Brunswick,OH,44212,41.273518,-81.83619279999999,4.0,15,1,"63 Pearl Rd, Brunswick, OH, 44212","(41.273518, -81.83619279999999)"
71803,2NrN7zt2R9Bx6_MJWmOCTw,"""El Nopal""","""4723 Rue Saint-Denis""",Montréal,QC,H2J 2L5,45.5253397,-73.58556329999999,5.0,3,1,"4723 Rue Saint-Denis, Montréal, QC, H2J 2L5","(45.5253397, -73.58556329999999)"
72040,Hj40PjJENTOygDrec1Q7Ag,"""Senor Taco""","""10220 W McDowell Rd, Ste 100""",Avondale,AZ,85392,33.4663582,-112.280026,3.0,4,1,"10220 W McDowell Rd, Ste 100, Avondale, AZ, 85392","(33.4663582, -112.280026)"
72311,_3o05Wdjfc8jOvGZ_q177Q,"""Mi Amigo's Mexican Grill""","""6465 E Southern Ave""",Mesa,AZ,85206,33.3936205,-111.6895018,2.5,53,1,"6465 E Southern Ave, Mesa, AZ, 85206","(33.3936205, -111.6895018)"
72328,VybpDORV9m61kpuuGAR-mQ,"""Las Brisas Grill Mexican""","""18341 Statesville Rd""",Cornelius,NC,28031,35.4638175,-80.8714627,3.5,4,1,"18341 Statesville Rd, Cornelius, NC, 28031","(35.4638175, -80.8714627)"
72951,Pp0YIu7dLU-xfPAOKS6qlQ,"""Don Pablo's Mexican Kitchen""","""122 Mall Blvd""",Monroeville,PA,15146,40.4317254,-79.79118729999999,2.5,9,1,"122 Mall Blvd, Monroeville, PA, 15146","(40.4317254, -79.79118729999999)"
73395,xhz5C9HzG6M1LLrI9GZJqw,"""Taqueria El Buen Pastor""","""640 N Eastern Ave""",Las Vegas,NV,89101,36.17560840000001,-115.1158891,4.0,4,1,"640 N Eastern Ave, Las Vegas, NV, 89101","(36.17560840000001, -115.1158891)"
73495,vW65SNLam99SyOuVagNuvg,"""Diego Mexican Cuisine""","""3799 Las Vegas Boulevard S""",Las Vegas,NV,89109,36.1028323,-115.1685127,3.5,258,1,"3799 Las Vegas Boulevard S, Las Vegas, NV, 89109","(36.1028323, -115.1685127)"
74021,8vrzErpjzhDabTWX1ZfOGA,"""El Picante""","""430 E Silverado Ranch Blvd, Ste 100""",Las Vegas,NV,89123,36.0146635,-115.1541301,4.0,15,1,"430 E Silverado Ranch Blvd, Ste 100, Las Vegas, NV, 89123","(36.0146635, -115.1541301)"
74114,16Md-YQqxnSVKgrnL_yx5g,"""Dos Juevos Cantina""","""7633 E Indian School Rd""",Scottsdale,AZ,85251,33.4944583,-111.9154998,2.5,31,1,"7633 E Indian School Rd, Scottsdale, AZ, 85251","(33.4944583, -111.9154998)"
74439,nL1FdcNZ6liuQ1odNNWVNQ,"""Top Shelf  Mexican Restaurant""","""1976 W Southern Ave""",Mesa,AZ,85202,33.3940134,-111.8730138,3.0,32,1,"1976 W Southern Ave, Mesa, AZ, 85202","(33.3940134, -111.8730138)"
74618,aqTdhZDTSjA42_Uh2E6V7A,"""Taco Loco""","""523 W Town Center Blvd""",Champaign,IL,61822,40.1413725,-88.25231649999999,4.0,30,1,"523 W Town Center Blvd, Champaign, IL, 61822","(40.1413725, -88.25231649999999)"
74696,9M0cQtHWkLNhGxPYt1qakA,"""Taqueria Santander""","""5061 E Sahara Ave""",Las Vegas,NV,89142,36.1438917,-115.0641604,4.0,6,1,"5061 E Sahara Ave, Las Vegas, NV, 89142","(36.1438917, -115.0641604)"
